id,hotel,link,cusine,rating,price_for_one
1164,Dhaba Downtown,https://www.zomato.com/bangalore/dhaba-downtown-whitefield-bangalore/order,"North Indian, Chinese, Sichuan",4.0,₹200 for one
1165,Yumm Roll Mania,https://www.zomato.com/bangalore/yumm-roll-mania-whitefield-bangalore/order,"Rolls, Momos, Chinese, North Indian",3.8,₹200 for one
1166,Kava Kitchen & Bar - Fairfield by Marriott,https://www.zomato.com/bangalore/kava-kitchen-bar-fairfield-by-marriott-whitefield-bangalore/order,"North Indian, South Indian, Continental, American, Asian, Desserts, Beverages",3.2,₹200 for one
1167,Häagen Dazs,https://www.zomato.com/bangalore/häagen-dazs-whitefield-bangalore/order,"Ice Cream, Beverages, Desserts",4.3,₹200 for one
1168,Huber & Holly,https://www.zomato.com/bangalore/huber-holly-marathahalli-bangalore/order,"Bakery, Desserts, Beverages",3.7,₹200 for one
1169,McCafe by McDonald's,https://www.zomato.com/bangalore/mccafe-by-mcdonalds-kr-puram-bangalore/order,"Coffee, Desserts, Beverages",3.6,₹200 for one
1170,The Daily Bowl,https://www.zomato.com/bangalore/the-daily-bowl-1-marathahalli-bangalore/order,North Indian,3.0,₹200 for one
1171,Flying Kombucha,https://www.zomato.com/bangalore/flying-kombucha-1-whitefield-bangalore/order,Beverages,4.0,₹200 for one
1172,Cookie Man,https://www.zomato.com/bangalore/cookie-man-whitefield-bangalore/order,Bakery,4.2,₹200 for one
1173,89 Express Dhaba,https://www.zomato.com/bangalore/89-express-dhaba-whitefield-bangalore/order,North Indian,3.0,₹200 for one
1174,Pind Da Chula,https://www.zomato.com/bangalore/pind-da-chula-marathahalli-bangalore/order,North Indian,3.4,₹200 for one
1175,Litti Chokha Wala,https://www.zomato.com/bangalore/litti-chokha-wala-marathahalli-bangalore/order,Bihari,3.5,₹200 for one
1176,E@t at tripti,https://www.zomato.com/bangalore/e@t-at-tripti-whitefield-bangalore/order,"Bengali, North Indian, Chinese",3.2,₹200 for one
1177,Nawab Ka Kabab,https://www.zomato.com/bangalore/nawab-ka-kabab-brookefield-bangalore/order,"North Indian, Lebanese, Beverages",3.7,₹200 for one
1178,Roma,https://www.zomato.com/bangalore/roma-brookefield-bangalore/order,"Italian, European, Pizza, Pasta, Desserts",3.7,₹200 for one
1179,Shifu's Wok,https://www.zomato.com/bangalore/shifus-wok-whitefield-bangalore/order,Chinese,3.9,₹200 for one
1180,Coastline Kitchen,https://www.zomato.com/bangalore/coastline-kitchen-varthur-main-road-whitefield-bangalore/order,"North Indian, Biryani",3.4,₹200 for one
1181,Biryanees,https://www.zomato.com/bangalore/biryanees-brookefield-bangalore/order,"Biryani, North Indian, Beverages, Desserts",3.2,₹200 for one
1182,Day Night Dhaba,https://www.zomato.com/bangalore/day-night-dhaba-2-marathahalli-bangalore/order,"Fast Food, North Indian, Beverages, Desserts, Healthy Food",3.7,₹200 for one
1183,Ponnusamy Hotel,https://www.zomato.com/bangalore/ponnusamy-hotel-itpl-main-road-whitefield-bangalore/order,"South Indian, Chettinad, Pizza, Mangalorean",3.2,₹200 for one
1184,Sri Curries,https://www.zomato.com/bangalore/sri-curries-1-marathahalli-bangalore/order,"Seafood, Biryani, Chinese, North Indian, Andhra",3.7,₹200 for one
1185,The Daily Bowl,https://www.zomato.com/bangalore/the-daily-bowl-1-itpl-main-road-whitefield-bangalore/order,"North Indian, Desserts",2.9,₹200 for one
1186,Gowdru Gammathu,https://www.zomato.com/bangalore/gowdru-gammathu-1-itpl-main-road-whitefield-bangalore/order,"Biryani, South Indian",3.3,₹200 for one
1187,Cafe Factory Co.,https://www.zomato.com/bangalore/cafe-factory-co-brookefield-bangalore/order,"Tea, Beverages, Fast Food, Shake",3.6,₹200 for one
1188,Bedouin's Shawarma And More,https://www.zomato.com/bangalore/bedouins-shawarma-and-more-1-whitefield-bangalore/order,"Sandwich, Fast Food, Shawarma",3.5,₹200 for one
1189,Pammi Auntie's Kitchen,https://www.zomato.com/bangalore/pammi-aunties-kitchen-marathahalli-bangalore/order,"North Indian, Mughlai",3.4,₹200 for one
1190,Kothu Xpress,https://www.zomato.com/bangalore/kothu-xpress-whitefield-bangalore/order,Fast Food,4.0,₹200 for one
1191,Kheer Kadamb  Bengali Sweets,https://www.zomato.com/bangalore/kheer-kadamb-bengali-sweets-marathahalli-bangalore/order,"Street Food, Mithai",3.6,₹200 for one
1192,Sri Ganesh Fruit Juice Centre,https://www.zomato.com/bangalore/sri-ganesh-fruit-juice-centre-whitefield-bangalore/order,"Juices, Beverages",4.1,₹200 for one
1193,Hitchki,https://www.zomato.com/bangalore/hitchki-kr-puram-bangalore/order,"North Indian, Chinese, Continental, Biryani, Finger Food, Beverages, Desserts",3.8,₹200 for one
1194,Biryani Bowl,https://www.zomato.com/bangalore/biryani-bowl-whitefield-bangalore/order,Biryani,3.5,₹200 for one
1195,Tandoor Garage,https://www.zomato.com/bangalore/tandoor-garage-1-kr-puram-bangalore/order,"BBQ, Shawarma, Chinese",-,₹200 for one
1196,Shahi Kadaai,https://www.zomato.com/bangalore/shahi-kadaai-marathahalli-bangalore/order,"Mughlai, North Indian",3.8,₹200 for one
1197,The Sweet Tooth,https://www.zomato.com/bangalore/the-sweet-tooth-whitefield-bangalore/order,"Desserts, Bakery",4.3,₹200 for one
1198,Magic Pizza,https://www.zomato.com/bangalore/magic-pizza-varthur-main-road-whitefield-bangalore/order,"Pizza, Fast Food",3.8,₹200 for one
1199,Kilo Paradise Biriyani,https://www.zomato.com/bangalore/kilo-paradise-biriyani-marathahalli-bangalore/order,"Biryani, Mughlai",3.1,₹200 for one
1200,Chai Galli,https://www.zomato.com/bangalore/chai-galli-brookefield/order,"Cafe, Fast Food, North Indian, Desserts, Beverages, Ice Cream, Tea",4.0,₹200 for one
1201,Sai Jagannath Flavour Of Odisha,https://www.zomato.com/bangalore/sai-jagannath-flavour-of-odisha-marathahalli-bangalore/order,North Indian,3.5,₹200 for one
1202,Juice N Joy,https://www.zomato.com/bangalore/juice-n-joy-brookefield-bangalore/order,"Juices, Shake, Healthy Food, Fast Food",4.0,₹200 for one
1203,Senorita's Mexican Kitchen by Little Italy,https://www.zomato.com/bangalore/senoritas-mexican-kitchen-by-little-italy-kr-puram-bangalore/order,Mexican,3.7,₹200 for one
1204,Taishty,https://www.zomato.com/bangalore/taishty-1-whitefield/order,"North Indian, South Indian, Chinese",3.6,₹200 for one
1205,Biryani Paradize,https://www.zomato.com/bangalore/biryani-paradize-whitefield-bangalore/order,"Andhra, Chinese, North Indian, Biryani, Desserts",3.7,₹200 for one
1206,Fresh Paratha Menu,https://www.zomato.com/bangalore/fresh-paratha-menu-whitefield-bangalore/order,North Indian,4.2,₹200 for one
1207,Passport Of Bejing,https://www.zomato.com/bangalore/passport-of-bejing-kadubeesanahalli-bangalore/order,"Chinese, Momos, Sichuan",3.4,₹200 for one
1208,Chinese Lovers,https://www.zomato.com/bangalore/chinese-lovers-marathahalli-bangalore/order,"Chinese, Momos, Sichuan",3.2,₹200 for one
1209,Wowffles,https://www.zomato.com/bangalore/wowffles-marathahalli-bangalore/order,"Waffle, Desserts",3.5,₹150 for one
1210,The Sandwich Station,https://www.zomato.com/bangalore/the-sandwich-station-whitefield-bangalore/order,"Sandwich, Burger, Fast Food, Rolls, Beverages, Shake",3.9,₹150 for one
1211,Tava Say,https://www.zomato.com/bangalore/tava-say-1-whitefield-bangalore/order,"North Indian, Sandwich",4.3,₹150 for one
1212,The Chaat Cult,https://www.zomato.com/bangalore/the-chaat-cult-varthur-main-road-whitefield-bangalore/order,"Street Food, North Indian, Desserts",3.4,₹150 for one
1213,Lot Like Crepes & Cafe,https://www.zomato.com/bangalore/lot-like-crepes-cafe-whitefield-bangalore/order,"Continental, Fast Food, Juices, Beverages, Pasta, Sandwich, Burger, Desserts",3.8,₹150 for one
1214,Hungry Panda- Deliciously Chinese,https://www.zomato.com/bangalore/hungry-panda-deliciously-chinese-kr-puram-bangalore/order,"Chinese, Momos",3.3,₹150 for one
1215,DiabeSmart,https://www.zomato.com/bangalore/diabesmart-whitefield-bangalore/order,"Sandwich, Street Food, North Indian, Healthy Food",3.3,₹150 for one
1216,Donburi,https://www.zomato.com/bangalore/donburi-whitefield-bangalore/order,"Chinese, Fast Food",3.6,₹150 for one
1217,Veg Daawat By Behrouz,https://www.zomato.com/bangalore/veg-daawat-by-behrouz-brookefield-bangalore/order,"Mughlai, Biryani, North Indian",-,₹150 for one
1218,Chaat Lane,https://www.zomato.com/bangalore/chaat-lane-whitefield-bangalore/order,Street Food,3.7,₹150 for one
1219,Lemone,https://www.zomato.com/bangalore/lemone-1-whitefield-bangalore/order,"Fast Food, Beverages, Shake",3.3,₹150 for one
1220,Frozen Bear,https://www.zomato.com/bangalore/frozen-bear-1-kr-puram-bangalore/order,"Desserts, Ice Cream, Beverages, Fast Food, Shake",4.0,₹150 for one
1221,Gowdru Hotel,https://www.zomato.com/bangalore/gowdru-hotel-1-whitefield-bangalore/order,"South Indian, Mughlai",3.3,₹100 for one
1222,Hyderabadi Spicy Biryani,https://www.zomato.com/bangalore/hyderabadi-spicy-biryani-marathahalli-bangalore/order,"Biryani, Chinese, Mughlai, North Indian",3.4,₹100 for one
1223,Zaikedar Biryani,https://www.zomato.com/bangalore/zaikedar-biryani-brookefield-bangalore/order,"Biryani, Kebab",3.7,₹100 for one
1224,The Foody Station,https://www.zomato.com/bangalore/the-foody-station-whitefield-bangalore/order,"Sandwich, Fast Food, Beverages, Shake, Sichuan",3.5,₹100 for one
1225,Randal Kafi,https://www.zomato.com/bangalore/randal-kafi-kaggadasapura-bangalore/order,"Chinese, North Indian, Sandwich, Fast Food, Beverages, Shake",-,₹100 for one
1226,Cibo Matto,https://www.zomato.com/bangalore/cibo-matto-varthur-main-road-whitefield-bangalore/order,"Italian, Healthy Food, Chinese, Pizza, Pasta, Beverages, Shake, Desserts",-,₹100 for one
1227,The Dripping Cone,https://www.zomato.com/bangalore/the-dripping-cone-varthur-main-road-whitefield-bangalore/order,"Ice Cream, Desserts, Beverages",3.5,₹100 for one
1228,Nazrana Biryani,https://www.zomato.com/bangalore/nazrana-biryani-marathahalli-bangalore/order,"Biryani, Mughlai",-,₹100 for one
1229,Oakleaf,https://www.zomato.com/bangalore/oakleaf-whitefield/order,"Asian, Continental, North Indian, Italian",3.4,₹100 for one
1230,Khan's Biryani Zone,https://www.zomato.com/bangalore/khans-biryani-zone-marathahalli-bangalore/order,"Biryani, North Indian",3.2,₹100 for one
1231,Khichdi Centre,https://www.zomato.com/bangalore/khichdi-centre-brookefield-bangalore/order,"Healthy Food, North Indian",3.4,₹100 for one
1232,Sandwich Junction,https://www.zomato.com/bangalore/sandwich-junction-marathahalli-bangalore/order,Sandwich,4.2,₹100 for one
1233,Combo Kitchen,https://www.zomato.com/bangalore/combo-kitchen-1-marathahalli-bangalore/order,"North Indian, Andhra",3.3,₹200 for one
1234,51 Indian Restaurant,https://www.zomato.com/bangalore/51-indian-restaurant-brookefield-bangalore/order,"North Indian, Chinese, Desserts",3.6,₹200 for one
1235,Kurtosshhh,https://www.zomato.com/bangalore/kurtosshhh-whitefield-bangalore/order,"Desserts, Fast Food, Beverages",4.3,₹200 for one
1236,MM Bangarpete Pani Puri Center,https://www.zomato.com/bangalore/mm-bangarpete-pani-puri-center-kr-puram-bangalore/order,Street Food,-,₹200 for one
1237,Tashann,https://www.zomato.com/bangalore/tashann-marathahalli-bangalore/order,"North Indian, Chinese, Continental, Beverages, Shake, Sichuan",3.4,₹200 for one
1238,Shao - Radisson Blu,https://www.zomato.com/bangalore/shao-radisson-blu-marathahalli-bangalore/order,"Thai, Japanese, Chinese, Asian, Beverages, Sichuan",3.7,₹200 for one
1239,Bangali Radhuni,https://www.zomato.com/bangalore/bangali-radhuni-marathahalli-bangalore/order,"Bengali, North Indian, Rolls, Biryani",4.0,₹200 for one
1240,Anand Bhavan Resturant,https://www.zomato.com/bangalore/anand-bhavan-resturant-1-kr-puram-bangalore/order,"North Indian, Chinese, Street Food, Biryani, Beverages",3.4,₹200 for one
1241,Hyderabadi Biryani Junction,https://www.zomato.com/bangalore/hyderabadi-biryani-junction-marathahalli-bangalore/order,Biryani,-,₹200 for one
1242,Siri Bangarpet Chats & Tiffen Corner,https://www.zomato.com/bangalore/siri-bangarpet-chats-tiffen-corner-kr-puram-bangalore/order,Street Food,4.0,₹200 for one
1243,Chainaama,https://www.zomato.com/bangalore/chainaama-whitefield-bangalore/order,"Tea, Beverages",3.4,₹200 for one
1244,Momo Company,https://www.zomato.com/bangalore/momo-company-whitefield-bangalore/order,Momos,2.7,₹200 for one
1245,Goodness To Go By Smoke House Deli,https://www.zomato.com/bangalore/goodness-to-go-by-smoke-house-deli-itpl-main-road-whitefield-bangalore/order,"Healthy Food, European, Juices, Beverages, Salad, Desserts",4.3,₹200 for one
1246,Momos & Meals,https://www.zomato.com/bangalore/momos-meals-1-whitefield-bangalore/order,Chinese,4.0,₹200 for one
1247,Frizzles Kitchen,https://www.zomato.com/bangalore/frizzles-kitchen-brookefield-bangalore/order,"Fast Food, Burger, Wraps, Rolls",4.0,₹200 for one
1248,Bangarpet Pani Puri,https://www.zomato.com/bangalore/bangarpet-pani-puri-1-marathahalli-bangalore/order,Street Food,3.6,₹200 for one
1249,New Gfc Gowdas Biriyani,https://www.zomato.com/bangalore/new-gfc-gowdas-biriyani-brookefield-bangalore/order,"Biryani, South Indian",3.7,₹200 for one
1250,Indian Paratha Company,https://www.zomato.com/bangalore/indian-paratha-company-whitefield-bangalore/order,"North Indian, Fast Food, Beverages, Desserts, Coffee",-,₹200 for one
1251,Accidental Engineer,https://www.zomato.com/bangalore/accidental-engineer-whitefield-bangalore/order,"Continental, Italian",3.9,₹200 for one
1252,Bikram Sweets And Snacks,https://www.zomato.com/bangalore/bikram-sweets-and-snacks-1-whitefield-bangalore/order,"Street Food, Mithai",4.3,₹200 for one
1253,Market Cafe,https://www.zomato.com/bangalore/market-cafe-whitefield-bangalore/order,"Sandwich, Chinese, Salad, Fast Food",4.3,₹200 for one
1254,Just Bake Cakes,https://www.zomato.com/bangalore/just-bake-cakes-marathahalli-bangalore/order,Bakery,-,₹200 for one
1255,Dahi Besar,https://www.zomato.com/bangalore/dahi-besar-itpl-main-road-whitefield-bangalore/order,"Odia, Bengali, North Indian, Street Food",3.4,₹200 for one
1256,Veg Khana,https://www.zomato.com/bangalore/veg-khana-marathahalli-bangalore/order,"North Indian, Chinese",3.2,₹200 for one
1257,Roti Express,https://www.zomato.com/bangalore/roti-express-marathahalli-bangalore/order,"North Indian, Chinese, Beverages",3.6,₹250 for one
1258,The Raja's,https://www.zomato.com/bangalore/the-rajas-kadubeesanahalli-bangalore/order,"Biryani, South Indian, North Indian, Kebab, Chinese",3.9,₹250 for one
1259,Andhra Aromas,https://www.zomato.com/bangalore/andhra-aromas-whitefield-bangalore/order,"Biryani, Andhra, Mughlai",3.4,₹250 for one
1260,Hyderabadi Traditional Biryani,https://www.zomato.com/bangalore/hyderabadi-traditional-biryani-marathahalli-bangalore/order,Biryani,-,₹250 for one
1261,Punjabi Food Joint,https://www.zomato.com/bangalore/punjabi-food-joint-kr-puram-bangalore/order,"North Indian, Chinese, Biryani",3.7,₹250 for one
1262,House Of Juice,https://www.zomato.com/bangalore/house-of-juice-varthur-main-road-whitefield-bangalore/order,"Juices, Beverages",4.0,₹250 for one
1263,Omleterian,https://www.zomato.com/bangalore/omleterian-whitefield-bangalore/order,"Continental, Sandwich",3.6,₹250 for one
1264,Go Naati,https://www.zomato.com/bangalore/go-naati-kr-puram-bangalore/order,"South Indian, Biryani, North Indian, Seafood",-,₹250 for one
1265,Biriyani Paradise,https://www.zomato.com/bangalore/biriyani-paradise-marathahalli-bangalore/order,"Biryani, North Indian, Kerala, Chinese, South Indian",4.0,₹250 for one
1266,Mutton Point,https://www.zomato.com/bangalore/mutton-point-1-marathahalli-bangalore/order,"Mughlai, Biryani",New,₹250 for one
1267,Miami Shakes & More,https://www.zomato.com/bangalore/miami-shakes-more-kr-puram-bangalore/order,"Shake, Desserts, Beverages",3.5,₹250 for one
1268,Bodypower Cafe,https://www.zomato.com/bangalore/bodypower-cafe-varthur-main-road-whitefield-bangalore/order,"Healthy Food, Fast Food, Beverages, Coffee",3.5,₹250 for one
1269,Crazy Bao,https://www.zomato.com/bangalore/crazy-bao-kr-puram-bangalore/order,"Fast Food, Chinese, North Indian, Momos",3.1,₹150 for one
1270,Kickstarter,https://www.zomato.com/bangalore/kickstarter-1-whitefield-bangalore/order,"Chinese, Kebab, Beverages, Sichuan",-,₹150 for one
1271,Bhai Biryani - Ambur Biryani & Kebabs,https://www.zomato.com/bangalore/bhai-biryani-ambur-biryani-kebabs-marathahalli-bangalore/order,"Biryani, Kebab",-,₹150 for one
1272,The Chatpata Affair,https://www.zomato.com/bangalore/the-chatpata-affair-itpl-main-road-whitefield-bangalore/order,Street Food,4.0,₹150 for one
1273,Cream & Fudge,https://www.zomato.com/bangalore/cream-fudge-1-kr-puram-bangalore/order,"Ice Cream, Desserts, Fast Food, Waffle, Shake",3.4,₹150 for one
1274,Ultimate Tandoor,https://www.zomato.com/bangalore/ultimate-tandoor-brookefield-bangalore/order,North Indian,3.6,₹150 for one
1275,Shreyas Pork And Chicken Hotel,https://www.zomato.com/bangalore/shreyas-pork-and-chicken-hotel-1-whitefield-bangalore/order,"North Indian, Chinese",New,₹150 for one
1276,Taaka Chinese,https://www.zomato.com/bangalore/taaka-chinese-itpl-main-road-whitefield-bangalore/order,"Chinese, Asian, Oriental",New,₹150 for one
1277,Maa Ka Swad,https://www.zomato.com/bangalore/maa-ka-swad-whitefield-bangalore/order,North Indian,-,₹150 for one
1278,Noodle,https://www.zomato.com/bangalore/noodle-itpl-main-road-whitefield-bangalore/order,"Chinese, Asian, Sichuan",3.9,₹150 for one
1279,Ghar Ka Tadka,https://www.zomato.com/bangalore/ghar-ka-tadka-1-whitefield-bangalore/order,"North Indian, South Indian",3.8,₹150 for one
1280,Arogya Thaana,https://www.zomato.com/bangalore/arogya-thaana-whitefield/order,"Beverages, Juices, Fast Food, Healthy Food",3.7,₹150 for one
1281,Biryani Plaza,https://www.zomato.com/bangalore/biryani-plaza-1-marathahalli-bangalore/order,"Biryani, Chinese, North Indian, Rolls, Sichuan",3.4,₹150 for one
1282,The Baker's Dozen,https://www.zomato.com/bangalore/the-bakers-dozen-whitefield-bangalore/order,"Bakery, Desserts",3.7,₹150 for one
